u,i,year
4460,4269,2021
16447,6193,2018
20853,41,2019
7482,5580,2011
11390,5278,2009
3957,202,2010
18104,82,2006
10493,7690,2016
23821,6166,2020
18119,1806,2007
9076,1640,2009
13610,1036,2012
23960,1590,2020
7109,4263,2020
11635,8684,2016
13685,1421,2003
3930,768,1990
7542,6711,2015
12605,1833,2015
9514,2775,2011
4245,3012,2010
8409,4042,2009
8414,252,2017
19309,284,2016
11022,5006,2018
8988,8379,2013
24713,3359,2009
8209,7495,2009
2566,2053,2010
11386,7563,2017
16447,8525,2018
13068,254,2000
13701,3562,1992
9369,552,2011
24616,9959,2017
21112,9509,2018
15830,2684,2016
23106,1309,2020
7934,451,2008
9230,638,2002
18241,2194,2010
22065,5521,2019
13704,7882,2011
13185,4544,2011
11457,6034,2009
18719,547,2016
10683,10406,2009
9556,2734,2010
4037,3539,2006
3124,1165,2008
6343,3262,2013
17391,7814,2016
6438,6420,2009
18113,15870,2014
8646,1262,2007
20443,8657,2019
7328,2770,2014
9024,3868,2011
21596,17235,2020
7704,2416,2015
7982,2471,2006
12097,8277,2013
5080,2031,2003
5242,1064,2007
17580,15251,2020
5189,864,2013
23830,346,2020
13227,7749,2018
15162,13615,2017
12271,4816,2014
22917,3140,2019
8863,1407,2010
11298,7488,2011
3387,1872,2012
13531,3588,2011
6673,1774,2005
11992,5247,2012
3572,807,2018
1417,740,1999
18719,1140,2016
8266,2385,2014
6355,277,2017
7748,563,1998
8119,1081,1999
10068,2116,2012
7582,3333,2013
11814,522,2010
6676,3250,2019
6440,1914,2014
5279,1856,2008
16253,1898,2016
16202,3984,2018
12252,11697,2013
10854,59,2011
2741,1267,2009
8578,3081,2010
1678,1475,2006
17544,8200,2018
19937,7053,2017
15612,5507,2017
9408,901,2013
17545,14337,2020
9633,99,2008
9960,8086,2017
18406,5836,2019
9837,2459,2014
23614,5815,2019
16559,405,2017
7515,1426,2005
7111,4399,2010
18697,10016,2016
9078,6926,2015
7963,4923,2020
8949,7418,2015
8233,5310,2018
14635,4298,2015
10928,5556,2012
9143,3504,2011
19098,1206,2016
2604,1862,2012
14854,2793,2020
16447,4923,2020
3897,614,2003
16140,192,2016
12547,6246,2015
15079,3623,2015
13791,171,2006
7907,1292,2006
8776,6949,2009
10345,5972,2010
18168,9593,2020
13466,972,1996
20855,5048,2018
5702,1531,2011
9250,1950,2010
9635,4123,2012
12963,9479,2010
8647,366,2012
2019,1907,2008
7920,255,2006
6659,3145,2020
3412,1785,2012
15799,5975,2012
4656,2422,2006
15159,8379,2015
8616,96,2012
7353,2211,2020
1239,653,1986
4749,1002,2004
14583,2017,2010
1756,283,1996
13114,2688,2009
23144,11390,2019
19445,945,2016
19333,4368,2019
20364,2487,2017
10186,5604,2012
14903,3974,2007
17310,12754,2017
13406,888,2008
13002,2364,2007
12225,9293,2014
17254,9662,2015
5071,1182,2011
20063,3245,2018
9742,5731,2017
7536,1361,2009
18636,1010,2016
4375,3104,2005
12532,2582,2016
15983,9086,2015
11073,136,2010
13903,7269,2017
4138,2447,2007
6540,2824,2011
18646,2911,2019
11371,4992,2009
1928,9,2003
20522,18671,2020
18568,774,2015
21896,5222,2019
15284,8861,2019
15725,1140,2002
8411,7422,2017
3497,1447,2017
9588,81,2004
10026,403,2003
6997,2246,2010
4515,2891,1999
7558,7435,2017
14665,14192,2016
23528,1636,2019
9535,905,2009
2169,237,2009
14559,2941,2015
6366,2805,2019
21331,545,2018
5960,4853,2015
14697,13470,2018
9979,1354,2010
9390,3032,2009
9371,7047,2013
23377,2245,2019
19404,4569,2019
3395,1741,2009
12914,1402,2010
5486,5014,2010
10073,4843,2008
14332,1440,2012
7932,4911,2012
7587,5705,2018
19877,2051,2017
5046,2988,2012
3519,87,2006
8710,8073,2020
23223,12081,2019
11517,4790,2018
4128,3029,2010
13385,2455,2015
3596,2294,1998
22001,3357,2017
8764,1860,2016
22105,150,2018
14225,7268,2020
12734,6791,2016
9332,4484,2011
9358,8060,2019
13258,3416,2010
17544,5460,2019
6177,323,2003
11557,3553,2012
18673,17062,2020
12415,5088,2019
20584,3376,2018
10832,465,2009
17653,11845,2020
19732,3257,2017
23107,2982,2019
9959,1225,2008
20364,16092,2018
6790,6289,2010
5117,519,1993
11291,1523,2019
9785,832,2012
19310,4209,2016
9756,869,2009
3421,1776,2007
3851,1170,1999
10321,2755,2008
8024,1095,2016
8811,1811,2006
1696,643,2008
16587,1616,2016
4724,2707,1986
2053,561,2012
13004,4478,2009
8549,1197,2013
15043,13639,2017
10993,623,2018
6371,995,2019
7627,5910,2017
18787,209,2016
12100,6711,2020
15646,1755,2016
8931,3681,2004
19037,35,2016
17714,4982,2016
18604,127,2019
19693,7668,2017
20436,18317,2019
11227,6713,2017
21102,9512,2020
8266,1812,2013
8624,713,2011
7902,4435,2019
4467,3159,2013
2374,297,1991
14459,1683,2013
4768,4711,2018
9398,4429,2019
2383,19,1994
1715,1168,2011
5776,3917,2017
4528,1472,2005
10521,9159,2017
15700,7963,2017
4246,2308,2010
19850,7196,2020
4096,2432,2015
6987,1856,2017
17466,14691,2018
17938,5550,2014
9520,4516,2008
15205,7053,2011
3740,1880,2006
17232,12195,2015
24207,1587,2020
14998,8045,2019
22763,520,2019
9344,3787,2016
7101,1407,2011
19828,2271,2017
7476,2962,2018
24468,162,2020
5839,1689,2006
20674,18864,2019
10710,6503,2019
11185,690,2013
9218,915,2018
10917,6347,2018
6495,2459,2017
10531,2,2003
24797,5205,2011
13480,11256,2012
24224,1195,2020
14458,10198,2017
3327,939,2005
6726,556,2020
7190,2877,2012
9474,4735,2019
12749,5376,2008
17429,1287,2017
11764,657,2017
19416,9963,2018
3478,166,1995
3995,2016,2007
11514,7623,2019
876,740,2016
17612,2038,2018
22696,2194,2011
18031,5421,2018
3758,66,2002
21430,8277,2018
22051,11514,2020
10034,2203,2009
16646,4321,2017
14901,4002,2017
11490,588,2015
9213,199,2015
12424,5946,2010
12086,282,2008
18797,1843,2018
3801,1582,2013
9903,4574,2020
3797,1326,2010
11936,2536,2020
21029,14687,2011
5320,938,1994
9701,196,2008
13429,3353,2013
4350,401,2003
12277,1222,2009
11562,8195,2012
16925,206,2016
10951,2014,2015
10477,5808,2018
9727,1510,2009
1018,474,1986
20688,7237,2020
21865,1264,2018
11498,7505,2015
22161,270,2018
3428,1389,2015
6880,911,2003
7626,7464,2014
13063,1835,2015
7496,1806,2010
15404,11697,2014
18096,44,2004
20853,16661,2019
617,37,2007
8511,75,2009
14387,1040,2013
16127,1793,2017
7034,1116,2009
10149,2657,2017
3242,742,2013
18626,8521,2019
13573,5303,2020
16527,4244,2017
11536,567,2007
18588,11822,2020
17763,2183,2014
17312,4068,2015
20057,19170,2019
9268,308,2006
5280,5160,2018
13257,1025,2020
7763,4382,2015
12300,10706,2019
5876,1634,2002
9138,1371,2008
4299,4261,2007
15795,786,2019
6478,3863,2011
5210,1100,2010
16035,10079,2016
22418,10657,2019
21179,2034,2018
10509,3338,2017
9029,2566,2007
5224,2410,2020
23570,42,2020
12900,4914,2013
3485,2312,2009
23744,13468,2019
6694,4871,2018
23312,5456,2019
14908,6728,2020
15256,1927,2012
8469,4061,2017
14768,2888,2015
2850,1571,2002
14065,197,2011
1810,1454,2006
14546,633,2012
14133,1436,2008
3235,3066,2008
7821,4522,2011
19363,7406,2017
5935,5229,2012
10947,3440,2007
22361,1776,2019
7721,3574,2011
9907,4216,2015
23988,1659,2020
15478,4657,2019
17211,4162,2019
6312,1698,2007
18903,3208,2017
21800,2449,2019
20134,3313,2019
3669,127,1997
5620,664,2011
16769,1043,2016
2785,2414,2009
11303,2602,2012
8959,5304,2018
13102,3056,2009
4620,4034,2018
17133,4729,2015
24337,6357,2020
23289,6664,2019
23614,1394,2019
7812,2800,2012
18913,320,2018
7994,3692,2017
18925,3397,2017
15826,13893,2016
14195,1116,2018
3857,3451,2020
10215,5352,2017
21401,1155,2018
18814,3004,2018
20611,10752,2018
4019,169,2007
12046,2234,2018
9474,2484,2008
19399,11671,2020
8875,4845,2017
3526,2163,2002
4152,3394,2018
18590,6757,2020
5736,1179,2012
4359,4321,2018
15003,633,2014
4035,467,1999
10813,4028,2007
3352,253,2003
14135,6929,2020
13946,11259,2017
19224,4999,2018
4336,3649,2014
19820,2566,2017
11810,3712,2015
14452,28,2014
23105,2870,2019
21155,529,2018
13275,5256,2016
17187,2444,2016
4696,118,2013
19191,2196,2020
8649,204,2020
8112,1510,2010
7103,1345,2017
16475,6215,2015
11643,10131,2020
11388,3796,2008
19632,2373,2019
20681,2742,2018
15359,301,2015
11835,591,2017
12857,1778,2010
20114,5325,2020
10658,382,2009
4327,1609,2017
19386,1771,2017
9849,219,2014
19243,14907,2018
4911,4825,2017
2689,1053,2006
15780,9796,2019
13421,180,2013
22587,1219,2019
18038,58,2017
2213,1099,2017
14472,5944,2012
9861,5512,2006
12317,8354,2017
2917,2081,2004
9934,3228,1993
7133,6954,2014
8175,4623,2017
16643,693,2015
5109,55,2001
24282,15492,2020
17185,4818,2015
15266,2406,2020
3038,938,2001
19049,5456,2019
13098,2015,2012
13431,11166,2015
21581,13706,2019
5667,4471,2008
5310,987,2006
4174,2907,2017
5612,3081,2006
16304,1889,2010
18246,6728,2016
10679,173,2007
8936,8573,2020
7960,2064,2016
710,347,2003
15247,2218,2004
9074,3458,2011
10671,1991,2018
7935,3871,2014
23237,1604,2019
18974,12901,2016
7744,7662,2011
10183,10057,2020
9178,7648,2018
7768,5,2016
12383,315,2011
12368,1639,2012
19957,302,2017
13476,6678,2008
8570,3029,2008
19519,16681,2020
12504,3165,2010
5455,4765,2010
11264,9007,2015
14899,4510,2010
10615,8705,2010
18727,8586,2020
16574,9080,2018
10124,592,2005
3573,1509,2008
14566,1205,2003
17378,2840,2016
10501,3403,2019
14373,3226,2018
17565,838,2015
4302,368,2000
21870,4818,2016
22595,7591,2019
17593,2657,2017
20579,8235,2020
23829,7084,2020
15774,1120,2015
19175,2361,2016
10710,2397,2010
16167,73,2017
2701,242,2001
23900,79,2020
5603,2069,2002
1631,1222,2003
8429,3114,2009
24891,3170,2020
6382,2955,2013
5025,2506,2007
2362,1183,2005
15541,7005,2015
16296,7012,2019
22578,18463,2019
9612,2965,2019
22965,673,2019
1144,290,1998
9277,2181,2014
16248,15269,2017
18231,240,2011
17929,6569,2018
16031,7232,2015
14584,8754,2011
6084,1759,2007
10402,6163,2008
21646,3683,2019
18553,749,2015
9388,1088,2020
20719,3995,2017
10413,5104,2017
14841,14789,2016
17240,249,2015
12864,2856,2015
7601,2909,2011
7241,33,2014
16761,3618,2017
20127,1810,2017
11796,5733,2009
4801,563,1977
6204,181,2009
18115,1884,2015
9348,3242,2018
20048,402,2020
6140,578,2004
15126,7703,2006
21396,544,2020
11916,1974,2010
21713,8678,2017
14153,1262,2010
23608,17211,2020
3785,1165,2004
22874,5679,2020
15024,1182,2015
11831,472,2013
21464,2550,2018
12781,1419,2005
10928,3440,2020
7519,6772,2012
6951,4689,2007
7043,63,2009
3189,1371,2008
3998,2224,2006
21373,1671,2018
17338,7242,2016
13087,4499,2008
12468,6975,2017
12383,6000,2016
24254,8252,2020
6326,3318,2018
1045,840,1997
20595,6260,2019
5896,4773,2005
19917,3168,2015
6700,1601,2004
1930,893,1997
8083,540,2010
12165,9265,2017
24142,489,2020
2763,1430,2005
1659,719,2004
3201,2327,2009
14765,886,2012
9318,8582,2017
8459,2414,2013
22369,5025,2018
18044,249,2011
19770,8186,2019
18774,1947,2017
5353,834,2001
4997,3479,2015
15416,3398,2020
4790,2219,2018
8705,6723,2019
15133,2792,2012
4678,1176,2006
17646,2046,2015
2569,2521,2010
3398,2034,2012
6583,866,2012
13448,3676,2012
15629,1163,2015
21653,2838,2018
17009,3855,2015
15717,5975,2018
5951,1344,2010
4592,446,2002
15541,2403,2016
3166,181,2006
22326,4417,2018
12224,1793,2013
14190,5663,2010
8263,7156,2009
23549,4954,2019
19910,2268,2020
14912,5613,2010
16485,686,2017
5934,2661,2007
24902,2420,2012
1952,1943,2003
6069,4053,2019
5390,2801,2017
13946,8825,2017
13930,1385,2019
22016,4161,2019
1639,345,1995
14409,5296,2018
6555,6225,2017
16005,237,2016
15985,2479,2011
13602,4225,2013
4261,1970,2008
7708,1038,2005
13314,3772,2017
8166,6222,2009
4259,1628,2015
11310,8783,1998
13116,5373,2015
17044,3287,2018
19438,1499,2017
11359,2312,2020
15200,9585,2017
22974,322,2020
10890,2400,2011
17083,3857,2015
19371,1153,2016
5665,540,2005
24002,9188,2019
4933,2326,2009
21521,14973,2019
8657,8226,2014
12855,44,2014
9096,2003,2012
1267,831,2019
14718,13218,2018
13272,5462,2018
21522,249,2017
16088,177,2018
14350,7052,2018
15582,1557,2018
18510,938,2006
6827,385,2005
13929,5466,2018
11299,3424,2007
14727,2425,2007
9228,4144,2009
10203,3025,2011
3562,2156,1998
23442,2695,2019
8202,1282,2013
4393,3780,2015
24796,1621,2009
21457,828,2018
4189,2470,2005
7412,166,2006
10703,3600,2013
10817,3179,2008
14826,6388,2011
20682,4258,2020
18804,4965,2017
10486,1734,2011
13017,612,2012
9478,282,2015
3428,413,2015
19331,2080,2016
5479,1213,2011
7659,863,2006
11737,4972,2006
9344,2484,2017
6997,3948,2008
2768,268,2002
5537,4470,2020
8046,5833,2011
6589,3566,2012
4392,4154,1998
11658,4835,2013
4355,1014,2005
17211,4145,2019
20864,8724,2018
13169,165,2016
12513,6488,2006
618,167,2006
8181,2225,2005
9853,155,2008
20132,14823,2020
2643,369,2003
16732,3036,2015
3781,418,2007
9801,2215,2009
11226,785,2009
11388,2215,2008
20411,1374,2016
9310,8681,2001
8899,6735,2010
11002,411,2011
11350,2213,2004
24356,2026,2020
3521,2064,2016
9801,666,2009
18342,6608,2011
2129,1689,2008
11686,9903,2020
3253,1106,2006
8862,1409,1997
7819,3305,2006
15829,37,2014
8799,4271,2019
23046,5411,2019
10829,6715,2006
17692,4055,2010
11886,8315,2020
3968,3480,2007
12724,4706,2011
1664,1484,2018
10789,4002,2018
8478,2235,2017
16746,2838,2014
16248,4072,2014
22834,4608,2019
11606,3340,2019
11377,3361,2006
13565,1977,2009
11002,1762,2016
14366,14290,2015
5014,4533,1997
6800,4144,2009
12627,1166,2010
18396,3450,2016
12639,248,2019
8638,183,2006
22502,2056,2019
3292,1889,2003
8476,1344,2012
7353,2566,2011
6582,2547,2012
9600,3249,2018
9134,1447,2016
8320,678,2010
15191,13726,2018
1461,4,2002
13738,1403,2005
14225,6227,2017
18078,3709,2017
5907,376,2011
20575,4478,2018
12631,7727,2017
13212,8277,2010
13325,9278,2017
729,303,1999
23910,13846,2020
16718,2432,2017
5162,281,2005
7751,3718,2006
13272,4147,2020
4749,1350,2004
21667,425,2019
14821,578,2013
4394,392,2012
11085,1916,2005
20038,9743,2018
14075,2795,2015
14852,191,2012
22486,1881,2019
5612,350,2009
11534,4315,2005
14694,234,2012
15225,737,2014
18473,7482,2018
6017,625,2013
19247,14190,2016
16236,3520,2014
13733,6914,2018
9793,949,2018
14749,7384,2020
4172,10,1997
14189,2487,2007
12382,2421,2008
7669,2093,2017
13420,1049,2011
7202,5668,2007
4319,823,2008
6467,1037,1996
18677,12908,2016
14797,2776,2016
9935,7246,2015
8836,709,2016
9854,4900,2019
18211,2862,2018
5671,2817,2009
3666,497,2001
15217,6921,2010
11769,1893,2010
8116,58,2003
4283,2895,2010
4407,1391,2019
22539,5834,2018
9909,579,2001
13153,3313,2017
5334,272,2004
12427,7722,2017
10138,2734,2010
19996,2044,2020
23417,6695,2019
5802,2369,2011
21439,2900,2019
17694,716,2016
15535,4409,2015
22351,478,2019
16759,663,2015
23870,974,2020
15358,4436,2014
10345,3262,2013
8639,5215,2011
15827,3882,2020
803,750,2006
9520,1754,2008
17095,1961,2016
4133,2428,2003
15037,2744,2012
19320,2116,2018
10935,1612,2011
16737,14332,2017
19017,162,2018
10500,8637,2012
9470,8710,2020
12031,11523,2019
6049,3241,2020
19887,1049,2016
4357,1056,2004
13704,1380,2011
17689,661,2016
18809,9815,2016
6240,5156,2012
17689,5388,2007
3294,2291,2020
16629,2935,2020
11985,7172,2015
11235,1358,2010
20695,4714,2020
22084,4667,2020
2884,1511,2001
15362,3053,2020
9675,4139,2007
24466,10706,2020
10613,7650,2006
4324,108,1989
4184,1391,2010
7477,2955,2008
17168,164,2017
15058,738,2015
19176,10739,2017
8660,6342,2016
15362,14025,2017
10640,10565,2014
7970,1909,2014
13159,1948,2018
7201,2783,2009
9760,4433,2015
22416,2271,2019
10694,4540,2013
20791,1032,2018
16719,4058,2016
20378,12329,2019
8900,7346,2010
8323,2169,2018
11736,662,2010
15545,9750,2013
17442,9194,2017
5369,558,2002
4550,329,2013
9994,959,2013
2099,960,2009
8820,6426,2019
4720,4577,2013
12573,1430,2012
4347,2499,2008
16685,11619,2016
6347,385,2005
1896,1531,2002
3831,2809,2012
15202,5310,2019
11676,6643,2018
5905,5824,2014
5428,1401,2011
12433,4383,2016
5148,5030,2018
9835,4601,2015
4086,1248,2007
8691,689,2006
7006,5683,2015
16386,3237,2008
2271,1216,2002
14322,7117,2011
12423,3656,2019
21626,547,2019
1923,287,2002
9544,1555,1999
7766,687,2019
17100,16117,2019
7091,1838,2012
11312,1613,1997
24711,1097,2007
4897,3863,2012
15021,1708,2000
8780,89,2008
11676,5158,2013
22232,959,2020
6219,569,1993
19158,1993,2016
4453,1446,2015
10031,6402,2015
21689,1253,2020
20441,5633,2017
2687,2629,2010
14544,5749,2018
14442,4549,2018
17603,585,2014
13676,6208,2003
19266,615,2017
3426,1044,2012
24870,6021,2017
4268,2846,2015
19399,755,2016
11667,5290,2013
20286,7870,2017
19363,2916,2017
16654,4380,2015
834,307,1996
5950,3783,2007
9292,4787,2010
8914,3189,2014
18090,98,2005
8141,524,2011
21659,2340,2018
15721,4005,2017
12871,1446,2016
6180,1879,2008
15875,4945,2014
3771,3201,2005
6841,3548,2019
11348,880,2009
22733,3303,2019
18514,9562,2010
16107,3340,2015
6277,2844,2016
11920,2368,2004
9293,1308,2010
11385,3810,2017
21018,3630,2018
15933,5581,2015
4436,2297,2011
6167,4582,2010
11841,4144,2007
12411,1146,2010
5262,4182,2017
9463,1082,2010
6118,177,2010
16279,3196,2018
11556,3028,2007
11768,1639,2010
23162,344,2019
10187,6981,2018
13487,6474,2017
16326,11957,2017
9381,2220,2007
2303,2050,2006
17654,1063,2019
9671,8480,2017
16559,3330,2019
20454,18834,2018
12039,6863,2017
5850,1326,2003
3753,2888,2009
4716,2367,2015
1142,238,2014
11437,11182,2016
9724,2195,2015
15114,4369,2011
18151,499,2013
18131,17863,2015
6064,914,1999
15314,1212,2007
22150,3768,2018
2516,2350,2010
14804,11751,2017
19108,1140,2016
24067,3871,2020
21341,1457,2017
16856,11141,2012
11913,7006,2019
10065,1974,2007
2987,2368,1999
5972,1025,2008
13432,7963,2020
12019,3261,2010
5978,4476,2009
14439,6689,2012
3877,1667,2007
4812,1243,2009
17040,5007,2018
8777,587,2007
10831,4649,2020
12676,238,1998
9238,2743,2019
11873,294,2015
22328,7765,2018
4387,10,2004
16302,826,1996
3573,602,2006
16646,8336,2017
11778,1748,2006
7851,1006,2005
5669,2529,2005
4238,3078,2002
18480,6573,2017
5414,4208,2014
3709,2188,2009
9072,6302,2010
11686,2180,2015
7700,6459,2007
11347,1331,2018
15319,4811,2017
8003,2362,2012
19538,1385,2020
5561,275,2002
1170,642,2000
17768,478,2015
2728,1693,2005
12266,2715,2020
6067,2558,2017
14150,5995,2017
12116,5586,2017
14084,2281,2015
3206,2505,2001
18367,3266,2017
24468,6809,2020
20665,17627,2020
19864,155,2019
15276,1654,2018
11330,468,2005
6677,5504,2011
1298,150,2001
11234,1761,2009
11710,1958,2008
11567,8266,2016
4805,4275,2006
19128,368,2019
19970,1834,2020
13014,11498,2019
8070,5902,2009
16565,6809,2017
9148,2566,2010
2461,1023,1998
425,127,1987
5110,3208,2005
21412,1552,2018
8506,5829,2018
13674,443,2012
5064,3220,2018
9438,458,2012
18940,4287,2019
9453,747,2019
2941,832,1995
17648,2130,2015
4825,1386,2008
6180,3683,2013
2106,84,2002
7976,3850,1985
5317,1032,2006
8308,4412,2010
7454,1972,2011
10485,1930,2006
2121,446,2005
14716,1753,2010
9489,4972,2006
14279,712,2012
14298,7693,2020
3962,1390,2011
3169,770,2007
7603,4519,2018
14899,3435,2015
16475,4079,2014
13591,6312,2012
3619,3282,2007
11765,163,2002
9596,7512,2019
2774,2425,2002
3488,2049,2009
4551,3854,2017
9008,365,2012
24144,11670,2020
10320,3424,2009
13646,711,2011
11748,6259,2018
7133,1309,2014
10532,1565,2014
4510,1893,2010
1506,884,1998
8465,674,2003
15875,4805,2020
3362,1498,2007
8964,5693,2005
18225,797,2016
11812,5332,2017
22408,3781,2019
3782,3386,2008
21635,1187,2017
13272,1157,2012
3853,648,2002
23289,5926,2019
16640,7261,2020
2783,801,2006
20913,10981,2019
23986,2663,2020
9186,2455,2006
22125,7073,2019
21012,10321,2012
8830,854,2012
17498,2314,2014
16325,763,2012
7272,3021,2011
18488,17456,2019
17627,2051,2015
5420,2108,2000
20685,1521,2018
2833,2002,2020
16874,6611,2017
4260,295,2017
3766,439,2001
3665,2912,2008
21963,4534,2016
20471,3278,2017
9222,356,2011
14348,9188,2016
1618,1563,2015
21492,935,2019
8307,1429,2006
21140,6650,2018
16253,8622,2015
2833,2486,2009
10097,645,2006
7245,4979,2020
12919,5042,2020
4433,2298,2000
21926,2640,2018
14293,10407,2006
18444,3120,2007
14182,5600,2016
3187,551,2003
19156,1107,2016
20387,203,2017
13706,7497,2011
7700,4691,2015
9253,3230,2009
6067,2503,2006
16965,6228,2013
17461,6021,2018
21749,5515,2019
5831,2750,2018
2436,1751,2002
3856,1448,2009
8217,3393,2006
17863,627,2015
20402,12666,2019
20214,14593,2019
21231,8775,2020
6943,3922,2010
1117,880,2003
15733,5758,2017
24723,3084,2009
11249,3143,2015
18983,5327,2016
7740,207,2011
8589,6041,2011
13369,7032,2017
23141,1563,2019
19905,18902,2017
23389,11064,2019
19033,3844,2018
16887,3003,2015
17053,1612,2017
7489,3613,2019
22166,4998,2020
7432,3385,2004
10826,8050,2019
2650,1981,2013
7826,5140,2018
5532,5232,2014
6989,3281,2016
8223,3267,2016
19294,1689,2012
2893,1856,2010
13096,1753,2016
18719,12788,2016
14525,2279,2014
18461,3576,2009
13683,2175,2016
19685,734,2017
13506,2319,2009
6597,5648,2009
16742,1307,2015
4902,3399,2004
5871,4164,2010
19096,11291,2019
9227,68,2015
17570,5093,2016
6350,3795,2018
23615,1139,2020
14561,11465,2010
15878,11285,2019
6702,2529,2010
11318,3423,2020
21917,4929,2019
9556,2913,2010
2400,925,2004
8268,4431,2002
16730,582,2015
11827,7824,2020
12859,3421,2005
10234,9118,2020
15092,6741,2001
23600,18929,2019
10510,7454,2018
18031,3237,2008
10988,5104,2017
15320,1451,2020
14232,13901,2015
7572,613,2006
3019,1397,2014
20904,1590,2018
12234,5596,2020
10818,807,2019
13952,863,2007
13568,3275,2017
2770,1837,2001
9179,1016,2002
7047,2977,2008
6918,1459,2008
4406,181,2008
22806,1456,2020
24182,8679,2020
22399,4718,2020
5358,891,2005
19136,2211,2016
3005,2232,1997
8898,408,2014
14911,3059,2008
6628,3382,2010
1878,148,2003
906,226,2004
14038,3754,2019
23739,284,2019
14685,1730,2004
2061,1038,1999
23855,6003,2020
23756,893,2020
16594,2510,2017
7663,3810,2018
10172,7063,2020
19012,1359,2017
12115,209,2019
